"Plot","Side","Quadrat","Crop","Rotation","Herbicide","Corn_weed_management","Cohort","Color","Date_begin","Date_end","Block","Crop_ID","Year","Interval","Sex","Weight"
"22","E","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.3157
"22","E","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.478
"22","E","6","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",1.182
"22","E","6","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.3698
"22","E","6","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.4126
"22","E","6","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.4632
"22","E","6","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.4818
"22","E","6","alfalfa","4-year","low","low",4,"purple",2019-08-07,2019-10-03,"2","A4","2019",57,"female",0.0071
"22","E","6","alfalfa","4-year","low","low",4,"purple",2019-08-07,2019-10-03,"2","A4","2019",57,"female",0.0315
"22","E","6","alfalfa","4-year","low","low",5,"red",2019-08-21,2019-10-03,"2","A4","2019",43,"female",0.0072
"22","E","6","alfalfa","4-year","low","low",5,"red",2019-08-21,2019-10-03,"2","A4","2019",43,"female",0.118
"22","E","6","alfalfa","4-year","low","low",5,"red",2019-08-21,2019-10-03,"2","A4","2019",43,"female",0.1225
"22","W","2","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0289
"22","W","2","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0031
"22","W","2","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0036
"22","W","2","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0111
"22","W","2","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0174
"22","W","2","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0295
"22","W","2","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0533
"22","W","2","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0746
"22","W","2","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.1171
"22","W","2","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.1582
"22","W","2","alfalfa","4-year","conv","conv",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.0997
"22","W","2","alfalfa","4-year","conv","conv",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.0125
"22","W","2","alfalfa","4-year","conv","conv",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.0751
"22","W","2","alfalfa","4-year","conv","conv",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.0871
"22","W","2","alfalfa","4-year","conv","conv",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.1424
"22","W","2","alfalfa","4-year","conv","conv",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.5714
"23","E","4","oat","3-year","low","low",4,"blue",2019-08-09,2019-10-01,"2","O3","2019",53,"female",0.1515
"23","E","4","oat","3-year","low","low",4,"blue",2019-08-09,2019-10-01,"2","O3","2019",53,"female",0.1833
"23","W","1","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.1112
"23","W","2","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.1581
"23","W","4","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.0063
"23","W","4","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.0778
"23","W","4","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.1998
"23","W","4","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.3901
"23","W","4","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.5203
"23","W","4","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.1581
"23","W","4","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.2056
"23","W","4","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.2905
"23","W","5","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.0401
"23","W","5","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.3844
"23","W","5","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.4675
"23","W","5","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.7645
"23","W","5","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.0371
"23","W","5","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.4421
"23","W","5","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.0059
"23","W","5","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.2761
"23","W","5","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.5187
"23","W","5","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.0489
"23","W","5","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.1818
"23","W","5","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.5103
"23","W","5","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.047
"23","W","5","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.0836
"23","W","5","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.1454
"23","W","5","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.146
"23","W","5","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.2083
"23","W","5","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.2849
"23","W","5","oat","3-year","conv","conv",2,"purple",2019-07-01,2019-10-01,"2","O3","2019",92,"female",0.0058
"23","W","6","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.5214
"23","W","6","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",0.85
"23","W","6","oat","3-year","conv","conv",1,"plain",2019-06-06,2019-10-01,"2","O3","2019",117,"female",1.137
"25","E","1","corn","3-year","conv","conv",2,"orange",2019-07-16,2019-09-18,"2","C3","2019",64,"female",0.045
"25","E","1","corn","3-year","conv","conv",2,"orange",2019-07-16,2019-09-18,"2","C3","2019",64,"female",0.0546
"25","E","1","corn","3-year","conv","conv",2,"orange",2019-07-16,2019-09-18,"2","C3","2019",64,"female",0.0592
"25","E","1","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.0332
"25","E","1","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.7871
"25","E","2","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.0872
"25","E","3","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.1278
"25","E","3","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.2727
"25","E","4","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.0715
"25","E","4","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.1083
"25","E","4","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.1149
"25","E","4","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.1156
"25","E","4","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.3742
"25","E","4","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.5583
"25","E","4","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",1.1644
"25","E","4","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",3.1017
"25","E","5","corn","3-year","conv","conv",2,"orange",2019-07-16,2019-09-18,"2","C3","2019",64,"female",0.0312
"25","E","5","corn","3-year","conv","conv",2,"orange",2019-07-16,2019-09-18,"2","C3","2019",64,"female",0.0419
"25","E","5","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.0505
"25","E","5","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.14
"25","E","5","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.1466
"25","E","5","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.1567
"25","E","5","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.1624
"25","E","5","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.1771
"25","E","5","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.4713
"25","E","5","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.0216
"25","E","6","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",1.4659
"25","E","8","corn","3-year","conv","conv",2,"orange",2019-07-16,2019-09-18,"2","C3","2019",64,"female",0.0425
"25","E","8","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.4735
"25","W","1","corn","3-year","low","low",2,"orange",2019-07-16,2019-09-18,"2","C3","2019",64,"female",0.0522
"25","W","1","corn","3-year","low","low",2,"orange",2019-07-16,2019-09-18,"2","C3","2019",64,"female",0.0785
"25","W","1","corn","3-year","low","low",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.5991
"25","W","1","corn","3-year","low","low",3,"red",2019-08-05,2019-09-18,"2","C3","2019",44,"female",0.0359
"25","W","1","corn","3-year","low","low",3,"red",2019-08-05,2019-09-18,"2","C3","2019",44,"female",0.0715
"25","W","2","corn","3-year","low","low",2,"orange",2019-07-16,2019-09-18,"2","C3","2019",64,"female",0.0553
"25","W","2","corn","3-year","low","low",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.0421
"25","W","2","corn","3-year","low","low",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.2045
"25","W","3","corn","3-year","low","low",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.2489
"25","W","4","corn","3-year","low","low",4,"lime green",2019-08-15,2019-09-18,"2","C3","2019",34,"female",0.0297
"25","W","4","corn","3-year","low","low",1,"plain",2019-06-26,2019-09-18,"2","C3","2019",84,"female",0.877
"25","W","4","corn","3-year","low","low",3,"red",2019-08-05,2019-09-18,"2","C3","2019",44,"female",0.0153
"25","W","4","corn","3-year","low","low",3,"red",2019-08-05,2019-09-18,"2","C3","2019",44,"female",0.0203
"25","W","4","corn","3-year","low","low",3,"red",2019-08-05,2019-09-18,"2","C3","2019",44,"female",0.0239
"25","W","5","corn","3-year","low","low",2,"orange",2019-07-16,2019-09-18,"2","C3","2019",64,"female",0.089
"27","E","2","corn","2-year","low","low",2,"red",2019-07-16,2019-09-17,"2","C2","2019",63,"female",0.0378
"27","E","2","corn","2-year","low","low",2,"red",2019-07-16,2019-09-17,"2","C2","2019",63,"female",0.112
"27","E","3","corn","2-year","low","low",2,"red",2019-07-16,2019-09-17,"2","C2","2019",63,"female",0.0115
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.0482
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.2221
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.3382
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.4196
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.4574
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.5466
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.5827
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",1.0886
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",1.2605
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",1.769
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",2.1349
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",2.7247
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",3.0808
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",4.3
"27","W","1","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",7.6
"27","W","1","corn","2-year","conv","conv",2,"red",2019-07-16,2019-09-17,"2","C2","2019",63,"female",0.0068
"27","W","1","corn","2-year","conv","conv",2,"red",2019-07-16,2019-09-17,"2","C2","2019",63,"female",0.065
"27","W","1","corn","2-year","conv","conv",2,"red",2019-07-16,2019-09-17,"2","C2","2019",63,"female",0.0726
"27","W","2","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",8.9
"27","W","2","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.5426
"27","W","2","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.3406
"27","W","2","corn","2-year","conv","conv",2,"red",2019-07-16,2019-09-17,"2","C2","2019",63,"female",0.1524
"27","W","3","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.1538
"27","W","3","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.1386
"27","W","3","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.1654
"27","W","3","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.1674
"27","W","3","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.0611
"27","W","3","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.5206
"27","W","3","corn","2-year","conv","conv",2,"red",2019-07-16,2019-09-17,"2","C2","2019",63,"female",0.0189
"27","W","4","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",8.4
"27","W","4","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",8.9
"27","W","4","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.0733
"27","W","4","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.1592
"27","W","4","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.2759
"27","W","4","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.3886
"27","W","4","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.5352
"27","W","4","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",1.2531
"27","W","4","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",1.2992
"27","W","4","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",1.4378
"27","W","4","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",3.2866
"27","W","4","corn","2-year","conv","conv",2,"red",2019-07-16,2019-09-17,"2","C2","2019",63,"female",0.0113
"27","W","4","corn","2-year","conv","conv",2,"red",2019-07-16,2019-09-17,"2","C2","2019",63,"female",0.024
"27","W","6","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.4029
"27","W","6","corn","2-year","conv","conv",2,"red",2019-07-16,2019-09-17,"2","C2","2019",63,"female",0.0136
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",4.5763
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",5.1003
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",7.7676
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",3.2045
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.1425
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.9677
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.3363
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.8962
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.4619
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.0764
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.0805
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.2935
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",1.1554
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.6164
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.4097
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",1.5075
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.1181
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.2261
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.7349
"27","W","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.4739
"27","W","7","corn","2-year","conv","conv",2,"red",2019-07-16,2019-09-17,"2","C2","2019",63,"female",0.0513
"27","W","7","corn","2-year","conv","conv",2,"red",2019-07-16,2019-09-17,"2","C2","2019",63,"female",0.0691
"27","W","8","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.4033
"27","W","8","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",0.8405
"27","W","8","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",3.096
"27","W","8","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",3.9708
"27","W","8","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",5.3317
"27","W","8","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"2","C2","2019",84,"female",12.5776
"29","E","1","oat","4-year","low","low",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0092
"29","E","2","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",2.0287
"29","E","4","oat","4-year","low","low",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",0.4998
"29","E","5","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0981
"29","E","5","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.1027
"29","E","5","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.3595
"29","E","5","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.7766
"29","E","5","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.8014
"29","E","5","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.8167
"29","E","5","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0375
"29","E","5","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",1.5983
"29","E","5","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1469
"29","E","5","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1793
"29","E","5","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1816
"29","E","5","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.29
"29","E","5","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",1.4464
"29","E","5","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",6.8138
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.094
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.1201
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.146
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.2264
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0626
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0954
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.1138
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.1696
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.2217
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.2314
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0105
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0687
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0841
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0928
"29","E","6","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.1391
"29","E","6","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.2156
"29","E","6","oat","4-year","low","low",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",0.0247
"29","E","6","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",2.2964
"29","E","6","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",6.2022
"29","E","6","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",2.7703
"29","E","6","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",3.158
"29","E","6","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2764
"29","E","6","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.3127
"29","E","6","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.3542
"29","E","6","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.4592
"29","E","6","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.8063
"29","E","6","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",1.4593
"29","E","7","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.2788
"29","E","7","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.3146
"29","E","7","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0249
"29","E","7","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0442
"29","E","7","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0956
"29","E","7","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0998
"29","E","7","oat","4-year","low","low",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",0.0065
"29","E","7","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.6929
"29","E","7","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",2.2472
"29","E","7","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1348
"29","E","7","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.3229
"29","E","7","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.4721
